   3.220  -0.466E-02  -0.642E-05  -0.833E-05  -0.803E-04   0.492E-03   0.416E-02  -0.131E-02
   3.240  -0.462E-02  -0.109E-04  -0.176E-04  -0.829E-04   0.468E-03   0.414E-02  -0.131E-02
   3.260  -0.458E-02  -0.154E-04  -0.268E-04  -0.854E-04   0.444E-03   0.412E-02  -0.131E-02
   3.280  -0.454E-02  -0.200E-04  -0.360E-04  -0.880E-04   0.421E-03   0.410E-02  -0.131E-02
   3.300  -0.451E-02  -0.245E-04  -0.452E-04  -0.905E-04   0.398E-03   0.408E-02  -0.131E-02
   3.320  -0.447E-02  -0.291E-04  -0.543E-04  -0.930E-04   0.375E-03   0.406E-02  -0.131E-02
   3.340  -0.443E-02  -0.336E-04  -0.635E-04  -0.954E-04   0.352E-03   0.404E-02  -0.131E-02
   3.360  -0.439E-02  -0.382E-04  -0.726E-04  -0.979E-04   0.330E-03   0.402E-02  -0.131E-02
   3.380  -0.436E-02  -0.428E-04  -0.816E-04  -0.100E-03   0.308E-03   0.400E-02  -0.131E-02
   3.400  -0.432E-02  -0.474E-04  -0.907E-04  -0.103E-03   0.286E-03   0.399E-02  -0.131E-02
   3.420  -0.429E-02  -0.521E-04  -0.997E-04  -0.105E-03   0.264E-03   0.397E-02  -0.131E-02
   3.440  -0.425E-02  -0.567E-04  -0.109E-03  -0.107E-03   0.242E-03   0.395E-02  -0.131E-02
   3.460  -0.421E-02  -0.614E-04  -0.118E-03  -0.110E-03   0.221E-03   0.393E-02  -0.131E-02
   3.480  -0.418E-02  -0.660E-04  -0.127E-03  -0.112E-03   0.200E-03   0.391E-02  -0.131E-02
   3.500  -0.414E-02  -0.707E-04  -0.136E-03  -0.114E-03   0.179E-03   0.389E-02  -0.131E-02
   3.520  -0.411E-02  -0.753E-04  -0.145E-03  -0.117E-03   0.159E-03   0.387E-02  -0.131E-02
   3.540  -0.407E-02  -0.800E-04  -0.153E-03  -0.119E-03   0.138E-03   0.385E-02  -0.131E-02
   3.560  -0.404E-02  -0.847E-04  -0.162E-03  -0.121E-03   0.118E-03   0.384E-02  -0.131E-02
   3.580  -0.401E-02  -0.894E-04  -0.171E-03  -0.123E-03   0.978E-04   0.382E-02  -0.130E-02
   3.600  -0.397E-02  -0.941E-04  -0.180E-03  -0.126E-03   0.780E-04   0.380E-02  -0.130E-02
   3.620  -0.394E-02  -0.988E-04  -0.189E-03  -0.128E-03   0.584E-04   0.378E-02  -0.130E-02
   3.640  -0.391E-02  -0.104E-03  -0.197E-03  -0.130E-03   0.390E-04   0.376E-02  -0.130E-02
   3.660  -0.387E-02  -0.108E-03  -0.206E-03  -0.132E-03   0.198E-04   0.374E-02  -0.130E-02
   3.680  -0.384E-02  -0.113E-03  -0.215E-03  -0.134E-03   0.815E-06   0.372E-02  -0.130E-02
   3.700  -0.381E-02  -0.118E-03  -0.223E-03  -0.136E-03  -0.180E-04   0.371E-02  -0.130E-02
   3.720  -0.378E-02  -0.122E-03  -0.232E-03  -0.138E-03  -0.366E-04   0.369E-02  -0.130E-02
   3.740  -0.374E-02  -0.127E-03  -0.240E-03  -0.141E-03  -0.550E-04   0.367E-02  -0.129E-02
   3.760  -0.371E-02  -0.132E-03  -0.249E-03  -0.143E-03  -0.732E-04   0.365E-02  -0.129E-02
   3.780  -0.368E-02  -0.137E-03  -0.258E-03  -0.145E-03  -0.913E-04   0.363E-02  -0.129E-02
   3.800  -0.365E-02  -0.141E-03  -0.266E-03  -0.147E-03  -0.109E-03   0.361E-02  -0.129E-02
   3.820  -0.362E-02  -0.146E-03  -0.274E-03  -0.149E-03  -0.127E-03   0.360E-02  -0.129E-02
